npv_cost_gbp,total_co2_t,first_overlay_year
93452.4177148126,226.65624,8
73823.59147816,195.898128,10
130214.762142766,313.38024,6
128511.388592733,197.74824,9
150931.983588916,257.414352,7
148794.85010399,257.414352,7
87071.349218789,195.898128,9
85516.6323467302,165.140016,12
95551.1921745854,257.414352,7
105908.305752077,165.140016,11
162382.721930437,313.38024,5
141573.49250348,257.414352,7
106569.810754689,255.56424,7
142447.517130572,226.65624,8
76307.2480521245,166.990128,11
156432.126818011,313.38024,6
68329.7620680333,165.140016,13
102653.480204895,136.232016,14
136650.915226095,226.65624,8
106414.330085214,257.414352,7
98975.2539114566,286.322352,6
75333.0598902101,166.990128,10
107817.134189457,165.140016,11
113149.745638187,197.74824,9
85024.6487910496,197.74824,8
126669.60858979,253.714128,7
104498.209815501,197.74824,8
80459.4979643033,195.898128,10
154131.693789972,315.230352,5
78840.9844767783,226.65624,9
86813.627617916,195.898128,10
105021.802303759,165.140016,12
79000.5000530551,166.990128,10
104914.714047733,195.898128,10
101310.792938455,255.56424,7
100715.309216033,255.56424,7
82544.1231062439,166.990128,10
131131.819779333,257.414352,7
138647.760425215,253.714128,7
102851.01204882,195.898128,9
151771.111673739,284.47224,6
140269.060147082,255.56424,7
111463.746938259,226.65624,8
82690.3774891129,166.990128,10
190128.749801074,311.530128,6
103221.12639458,197.74824,9
107281.75761247,166.990128,10
80059.6485478391,197.74824,9
82902.7701759578,165.140016,13
93707.3552130437,286.322352,6
123694.521023898,166.990128,11
112642.171473122,195.898128,10
73451.231896737,226.65624,9
133484.197608679,197.74824,9
98711.0847226446,197.74824,9
88625.2132414889,226.65624,8
148547.908203477,224.806128,8
79035.3923611692,195.898128,9
98486.2693739924,165.140016,11
103032.512632242,165.140016,12
111686.87566094,195.898128,10
91574.5520508511,226.65624,7
83577.2286839077,226.65624,8
97375.2330191659,313.38024,6
91908.6771193636,165.140016,13
72667.8024423469,166.990128,10
109593.259062849,165.140016,11
80492.154954733,166.990128,10
106652.847368679,195.898128,9
79870.5957118788,195.898128,10
70426.5730021285,165.140016,12
105625.737372779,195.898128,10
144741.392195009,197.74824,8
171702.939744089,311.530128,6
102621.300756739,195.898128,10
119168.518064436,195.898128,9
100870.838653944,257.414352,7
101752.152865326,166.990128,10
155525.584747128,228.506352,8
119158.376881465,388.096032,5
108357.902006269,226.65624,8
174308.425009391,286.322352,6
117041.646661291,195.898128,9
83955.0621066554,165.140016,12
134408.325734359,226.65624,7
111686.616797158,136.232016,13
190500.434194751,313.38024,6
111885.772974462,197.74824,9
116971.001195294,195.898128,10
128784.132503705,195.898128,9
134197.705819957,284.47224,7
106615.228045396,226.65624,8
114720.401089978,226.65624,7
94135.0011884629,226.65624,8
124641.662179356,166.990128,10
109452.511781607,257.414352,8
105291.999779415,226.65624,8
95105.616165388,166.990128,10
109661.517628369,166.990128,10
114743.214536666,228.506352,7
135506.442933559,284.47224,6
121872.694346847,226.65624,9
104704.61045809,166.990128,10
135207.920767605,255.56424,7
137997.943547787,253.714128,7
89911.7451211467,255.56424,7
148865.856831593,257.414352,7
89837.972109155,165.140016,11
96556.2658484496,136.232016,14
115455.245755951,195.898128,9
110219.081313478,166.990128,10
147847.546111856,313.38024,5
106895.949297712,253.714128,7
73219.9244206996,166.990128,11
84518.6485014203,165.140016,13
87813.9228377906,195.898128,10
113299.533873381,253.714128,7
129200.588214537,284.47224,7
77345.4828772868,165.140016,11
159467.390766021,284.47224,6
171130.073128918,259.264464,6
110323.78830447,197.74824,9
116338.727411442,257.414352,7
125043.372525129,226.65624,7
109804.042054188,165.140016,13
85540.6424828402,166.990128,10
91539.6396636502,226.65624,8
106799.712204621,166.990128,10
71112.6853106641,165.140016,12
85248.3672079258,197.74824,9
86942.4426768763,255.56424,7
87557.6526840258,165.140016,12
113984.909951063,165.140016,11
168887.301090713,284.47224,7
140917.068316301,255.56424,7
142681.984799396,255.56424,7
84786.5612399562,165.140016,12
76187.2857309893,195.898128,9
81428.5510186343,166.990128,10
91248.6235323428,226.65624,9
96955.957944533,257.414352,7
143822.87387065,197.74824,9
110207.218351495,166.990128,10
108862.451651661,197.74824,9
163209.510633119,284.47224,6
75109.078976394,195.898128,10
132170.84302732,226.65624,7
82542.5924207691,166.990128,10
150871.247436913,286.322352,6
115727.444894801,257.414352,7
105810.090886519,195.898128,9
135384.608645921,226.65624,8
133320.705370805,313.38024,6
103811.012463838,257.414352,7
94440.8952846635,195.898128,10
122001.911482654,340.438128,5
137811.25866959,195.898128,9
135675.086245599,226.65624,8
94250.4667707734,255.56424,7
109393.641516017,226.65624,8
94649.7544149263,165.140016,13
109484.893399231,257.414352,7
99007.9519117747,197.74824,9
121390.833241867,166.990128,10
124558.012723026,284.47224,7
75283.8089494597,165.140016,12
90421.3614726521,166.990128,10
96621.931724447,226.65624,8
147070.766633261,286.322352,7
126926.906043703,197.74824,9
69210.5906377032,166.990128,10
150927.442816991,255.56424,7
106400.174629234,282.622128,6
81589.8269167791,197.74824,9
94103.3348273196,197.74824,8
88384.7951573661,195.898128,9
70455.0849818019,165.140016,11
156517.592568968,257.414352,7
79142.389618278,166.990128,10
71556.9205423863,166.990128,11
125986.230728187,255.56424,7
91785.7795315599,228.506352,7
85847.1484547088,226.65624,8
119345.892497986,253.714128,7
127345.323016976,197.74824,9
120418.414946933,313.38024,6
131301.859776155,284.47224,7
106610.14565362,166.990128,10
100841.181276832,255.56424,7
134490.356006091,226.65624,8
101915.622290906,166.990128,11
106932.370113092,195.898128,10
104019.39652711,195.898128,9
120472.745871494,257.414352,7
77142.6143709148,226.65624,9
101721.475566226,195.898128,10
129727.170141379,195.898128,10
106540.570554265,257.414352,7
120536.070568516,165.140016,11
138049.856945939,195.898128,9
127561.01421528,195.898128,10
149653.451835309,257.414352,7
82380.450673617,165.140016,11
145383.97025927,284.47224,6
122686.903285627,166.990128,11
105360.209109673,195.898128,9
65170.5092969995,165.140016,11
109905.045445665,257.414352,7
109831.468539947,166.990128,11
87112.8351149778,195.898128,10
124497.921992553,165.140016,11
182381.919958387,284.47224,6
83585.91744555,253.714128,7
108335.83671862,195.898128,10
78944.1433395359,195.898128,10
152056.52107272,226.65624,7
154020.045000459,255.56424,7
89629.4527723022,195.898128,9
149257.944815131,224.806128,7
92431.3207257895,166.990128,10
119206.459686373,197.74824,9
91630.7653187212,165.140016,12
123483.688467809,197.74824,9
123322.228343447,165.140016,11
100905.32920933,195.898128,9
87561.2832002351,197.74824,8
90064.0194910145,226.65624,8
75226.5957902301,166.990128,11
83627.6580884937,195.898128,9
114682.757985557,226.65624,8
94853.4972418363,226.65624,8
102801.884888466,226.65624,8
123338.58286505,228.506352,7
138487.131395654,286.322352,7
110503.579104235,255.56424,7
119728.027957064,166.990128,10
124310.629741395,197.74824,9
155247.544311147,284.47224,6
88715.8185877462,195.898128,10
101028.316428293,166.990128,10
111844.82035447,195.898128,10
141791.644714829,226.65624,7
92282.6365977457,257.414352,7
125661.076961447,165.140016,11
136087.121141043,228.506352,7
124633.258698371,286.322352,6
117481.190158554,195.898128,10
118042.706793846,165.140016,11
97116.9641828135,195.898128,9
153240.200869174,313.38024,6
123171.060595192,226.65624,8
117545.460339566,255.56424,7
102944.989198515,228.506352,8
102432.441197757,195.898128,9
82751.825488266,226.65624,8
115350.513992967,165.140016,13
82770.7867661802,166.990128,11
148526.737837611,284.47224,7
